 ,Image_ID,ROI_Area,PVALB,VIP,GFRA1,CCKAR,MET,PIEZO1,CHAT,FOXO1,SLC17a7,CDH13,QRFPR,Mab21L1
1,20-62-S1,1229,0,0,0,0,1.302,0.163,0,0,0,0,0,0
2,20-62-S1,1080,0,0,0,0.093,0.185,2.407,0,0,0,0.185,0.093,0
3,20-62-S1,1865,0,0,0,0.107,0.214,1.34,0,0.107,0.161,0.268,0.107,0
4,20-62-S1,2258,0,0,0,0,0.443,0.531,0,0.044,0,0.354,0,0
5,20-62-S1,1858,0,0.377,0.969,4.629,0.592,2.099,0.054,0,4.144,6.728,5.705,0
6,20-62-S1,2580,0,0,0,0.039,1.55,0.078,0,0,0.078,0.233,0.078,0.039
7,20-62-S1,1599,0,0,0,0.063,1.563,0,0,0,0,0.063,0,0
8,20-62-S1,1822,0,0,0,0,0.988,1.262,0,0,0,0.549,0,0
9,20-62-S1,941,0,0.106,0,0.106,0.425,0.319,0,0,0.531,0,0.106,0
10,20-62-S1,573,0,0,0,0,0.175,2.094,0,0,0,0.873,0,0
11,20-62-S1,1541,0,0,0,0,0.065,0.065,0,0,0.13,0.13,0.13,0
12,20-62-S1,1227,0.081,0,0,0,0.57,1.059,0,0,0,0,0,0
13,20-62-S1,1421,0,0,0,0,1.337,0,0,0,0,0,0,0
14,20-62-S1,1939,0,8.2,0,0.052,1.186,0.825,0,0.052,0,0.103,0,0.052
15,20-62-S1,2034,0,0,0,0,1.917,0.934,0,0.147,0.049,0.098,0.098,0
16,20-62-S1,1546,0,0,0,0,0.129,1.035,0,0,0.259,0.259,0.065,0
17,20-62-S1,907,0.221,0,0,0,0.221,1.323,0,0,0,1.213,0.11,0
18,20-62-S1,1334,0,0,0,0,0.975,0.45,0,0,0.15,0.3,0,0
19,20-62-S1,1908,0,0.262,0,0.314,1.153,2.568,0,0.314,1.153,0.629,0.524,0.157
20,20-62-S1,830,0,0,0,0,0,0.602,0,0,0,0,0,0
21,20-62-S1,1801,0,0,0,0.056,0.833,0.944,0,0,0.333,0,0.056,0
22,20-62-S1,1205,0,0,0,0.083,0.664,2.241,0.166,0,0,0.996,0,0
23,20-62-S1,1549,0,0,0,0.129,0.129,0.904,0,0,0,0.065,0.065,0
24,20-62-S1,1315,0,0,0,0,0.152,1.901,0,0,0,0,0,0
25,20-62-S1,798,0,0,0,0,6.391,0,0,0,1.754,0,0.125,0
26,20-62-S1,1214,0,0,0,0,0.247,1.153,0.494,0.082,0,0,0,0
27,20-62-S1,2239,0.045,0,0,0.045,6.878,0.804,0.045,0.134,4.198,2.948,0,0
28,20-62-S1,1313,0,0,0,0,1.066,0.152,0,0,0,0,0,0
29,20-62-S1,1370,0,0,0,0,0.511,1.387,0,0.073,0,0,0,0
30,20-62-S1,2268,0,0.044,0,0.044,17.989,1.102,0,0,14.594,3.924,0.044,0.044
31,20-62-S1,1204,0,0.332,0.083,0.166,8.555,2.076,0.332,0,7.973,2.243,0.415,0.083
32,20-62-S1,774,0,0,0,0,1.292,0.258,0,0,0.129,2.196,0,0
33,20-62-S1,998,0,0,0,0,1.804,0.2,0,0,0,0,0,0
34,20-62-S1,1223,0,0.327,0,0.164,6.296,0.736,0,0,2.289,0.654,0.409,0
35,20-62-S1,2039,0.098,0,0,0.049,13.242,0.245,0,0,4.169,1.52,0,0
36,20-62-S1,2364,0,0.042,0,0,0.169,0.635,0,0,0.085,0.127,0,0
37,20-62-S1,2315,0,0.086,0,0.086,2.246,0.173,0,0,1.771,0,0,0.086
38,20-62-S1,373,0,0,0,0,11.26,0.536,0,0,0.536,0,0,0
39,20-62-S1,1466,0,0.068,0,0,0.273,0.819,0,0,0.205,0,0,0
40,20-62-S1,3274,0,0,0,0.061,2.993,0.397,0,0,1.833,0.244,0.031,0
41,20-62-S1,691,0.579,0,0,0.145,3.907,0.145,0,0,3.329,1.302,0,0
42,20-62-S1,2297,0,0,0,0.131,3.918,0.609,0,0,9.273,1.698,0,0
43,20-62-S1,3091,0,0.162,0,0.259,3.979,0.938,0,0,0.679,0.065,0,0.065
44,20-62-S1,904,0.111,0,0,0.111,9.403,0.332,0,0,3.872,0.442,0,0
45,20-62-S1,2006,0,0,0,0,4.287,0.399,0,0,2.493,0,0,0
46,20-62-S1,2237,0,0,0,0.268,5.588,0.671,0,0,3.71,1.565,0,0.045
47,20-62-S1,969,0,0,0,0.103,0.516,0.31,0,0,0.206,0,0,0
48,20-62-S1,1961,0,0,0,0.102,0.561,0.51,0,0,0.051,0,0,0
49,20-62-S1,2101,0,0,0,0,2.189,0.333,0,0,2.761,0.095,0,0
50,20-62-S1,1294,0,51.314,0,0,0.773,0,0,0,0.155,0.927,0,0
51,20-62-S1,2084,0.048,0,0,0.096,12.188,0.96,0,0,4.223,1.727,0,0
52,20-62-S1,1927,0.156,0.208,0,0.208,1.661,2.076,0.104,0.052,5.864,1.505,0.311,0.052
53,20-62-S1,2254,0,0,0,0,1.331,1.686,0,0,0,0,0,0
54,20-62-S1,1630,0,0,0,0,14.663,0.859,0,0,11.104,0.245,0,0
55,20-62-S1,1954,0.205,0,0,0.051,15.2,1.331,0,0,5.783,0.921,0,0
56,20-62-S1,670,0,0,0,0,0,1.493,0,0,0.149,0,0,0
57,20-62-S1,2380,0,0,0,0,7.941,0.378,0,0,10.084,0,0.126,0.042
58,20-62-S1,1498,0.067,0,0,0,4.873,1.068,0,0,1.202,9.88,0,0
59,20-62-S1,1188,0,0,0,0,0.168,1.094,0,0.168,0,0.842,0,0
60,20-62-S1,748,0.134,0.267,0,0,4.813,1.203,0,0,10.695,0,0.134,0
61,20-62-S1,1876,0.107,0.053,0,0.053,4.424,1.119,0.107,0,3.038,0.8,0.107,0
62,20-62-S1,2008,0.05,0,0,0,16.434,0.697,0,0.05,17.181,3.187,0.249,0
63,20-62-S1,1791,0.112,0.056,0,0.112,2.513,1.061,0.112,0.056,6.588,1.563,0.447,0
64,20-62-S1,424,0.708,0,0,0,0,0,0,0,0,9.67,0,0
65,20-62-S1,2318,0.173,0,0,0,4.53,0.561,0,0,5.436,1.294,0,0.086
66,20-62-S1,1043,0,0,0,0,8.054,5.273,0,0,13.231,0.671,0.288,0
67,20-62-S1,617,0,0,0,0,19.773,1.297,0.162,0,10.049,1.621,0.324,0
68,20-62-S1,1791,0.056,1.005,0,0,1.563,2.178,0,0.112,0.335,0.67,0.056,0
69,20-62-S1,2231,0,0,0,0,14.164,0.403,0,0,1.165,0,0,0
70,20-62-S1,69,0,0,0,0,20.29,0,0,0,15.942,0,0,0
71,20-62-S1,1150,0.087,0,0,0.087,1.217,1.652,0.261,0.087,0.957,1.217,0.261,0
72,20-62-S1,2764,0,0,0,0,6.476,1.592,0,0.036,6.838,0.977,0.651,0
73,20-62-S1,1460,0,0,0,0,0,0.822,0,0,0.137,1.027,0.068,0
74,20-62-S1,610,0,0,0,0,6.393,0.984,0,0.328,5.082,1.803,0.328,0
75,20-62-S1,2246,0.134,0.089,0,0,6.901,0.623,0,0.045,4.23,2.36,0.178,0
76,20-62-S1,2089,0,0,0,0,4.308,1.197,0,0.048,13.499,1.197,0.096,0
77,20-62-S1,2128,0.047,0,0,0,8.694,0.047,0,0.094,0.893,0,0,0
78,20-62-S1,1144,0,0,0,0,5.07,0.262,0,0.087,0.962,0,0.087,0
79,20-62-S1,1284,0,0,0,0.078,13.863,0.389,0,0,10.28,3.972,0.234,0
80,20-62-S1,68,0,0,0,0,0,0,0,0,2.941,4.412,0,0
81,20-62-S1,1575,0,0,0,0.063,4.698,0.889,0,0,1.397,0.19,0,0
82,20-62-S1,1775,0,37.07,0,0.056,1.352,1.465,0,0,2.31,0.056,0.113,0
83,20-62-S1,585,0,0,0,0,0.684,0,0,0,0,0,0,0
84,20-62-S1,62,0,0,0,0,0,0,0,0,0,0,0,0
85,20-62-S1,217,0,0,0,0,4.608,0,0,0,15.668,0.922,0,0
86,20-62-S1,335,0.299,0,0,0.299,3.284,0,0,0,3.582,0.597,0.299,0
87,20-62-S1,4583,0,0,0,0.087,7.266,0.72,0.022,0.044,5.149,2.138,0.196,0
88,20-62-S1,515,0,0,0,0,5.825,1.553,0,0,1.748,0,0,0
89,20-62-S1,2183,0,4.993,0,0.046,5.543,2.107,0.137,0.046,9.94,0.366,0.458,0
90,20-62-S1,1920,0,0.156,0,0.469,23.698,1.719,0.052,0,18.333,2.24,0.208,0.052
91,20-62-S1,85,0,0,0,0,4.706,0,0,0,2.353,0,0,0
92,20-62-S1,714,0.28,0,0,0,0.84,0.56,0,0,0.14,0.28,0.14,0
93,20-62-S1,834,0,0,0,0.12,2.638,0.12,0,0,0.959,1.079,0.48,0
94,20-62-S1,909,0,0,0,0,1.76,0.22,0,0,0.77,0.77,0,0
95,20-62-S1,1786,0.112,0,0,0,12.99,0.504,0,0,5.935,1.568,0.224,0
96,20-62-S1,297,0,0,0,0,9.091,0.673,0,0,15.825,0,0,0
97,20-62-S1,307,0,0,0,0,8.143,0.326,0,0,2.606,0,0,0
98,20-62-S1,2135,0,0.141,0,0.094,1.639,1.03,0,0,2.389,1.265,0.375,0.047
99,20-62-S1,3168,0.063,0,0,0,5.303,0.284,0,0,1.326,0.032,0.063,0
100,20-62-S1,401,0,0,0,0,1.746,1.247,0,0,0.249,0,0,0
101,20-62-S1,2037,0.147,0.147,0,0.196,3.142,0.835,0.098,0.147,11.978,0.884,0.295,0
102,20-62-S1,685,0,25.255,0,0,0.292,0.584,0.73,0,0.146,0.292,0,0
103,20-62-S1,1018,0,17.289,0,0.098,1.67,0,2.554,0,0.786,0.393,0,0
104,20-62-S1,2126,0.141,0,0,0.047,9.454,1.458,0.376,0,3.151,0.8,0.329,0
105,20-62-S1,1557,0.257,0.128,0,0.45,14.001,1.606,0.064,0,13.423,3.725,0.128,0
106,20-62-S1,1503,0.067,13.573,0,0,2.595,0.931,0.067,0,4.591,0,0.067,0
107,20-62-S1,1181,0,0,0,0.085,6.012,0.085,0,0,9.738,2.117,0.169,0.085
108,20-62-S1,2757,0.073,2.249,0,0,1.705,1.741,0,0,2.902,0.399,0,0
109,20-62-S1,2024,0.148,0.247,0,0.099,2.372,0.543,0,0,8.103,1.285,0.296,0.099
110,20-62-S1,1996,0,0.05,0,0.2,10.772,1.553,0.05,0,6.413,0.451,0.2,0
111,20-62-S1,1408,0.071,0.071,0,0.213,0.852,0.852,0.142,0.213,4.83,0.781,0.355,0
112,20-62-S1,2283,0.131,2.322,0,0.307,6.921,1.27,0.35,0.044,13.71,0.175,0.569,0
113,20-62-S1,1229,0,0,0,0,4.15,0.57,0,0,2.604,0.976,0,0
114,20-62-S1,1825,0,0,0,0.11,2.74,0.986,0,0,4.548,0.548,0,0
115,20-62-S1,2075,0,0,0,0.048,17.06,0,0,0,4,0.193,0.193,0
116,20-62-S1,1979,0,0,0,0.051,10.51,1.465,0,0.051,9.853,1.465,0.101,0.101
117,20-62-S1,2060,0.243,0,0,0.146,5.534,0.728,0,0,12.136,0.485,0.437,0.049
118,20-62-S1,2695,0,0.223,0,0.223,8.609,1.224,0.111,0.111,9.61,2.672,0.631,0.111
119,20-62-S1,1679,8.636,0.357,0,0.06,1.072,0.357,0,0,0.476,0.06,0,0
120,20-62-S1,1418,0,0,0,0.141,3.103,1.058,0.071,0.071,2.821,0.494,0.494,0
121,20-62-S1,3139,0,0,0,0.064,0.892,0.191,0,0,0.733,0.032,0.096,0
122,20-62-S1,1460,0,0,0,0.137,5.822,0.753,0,0.068,2.26,0.89,0,0
123,20-62-S1,670,0,0.149,0,0.299,2.836,0.597,0,0,4.627,0.299,0.149,0
124,20-62-S1,1632,30.025,0,0,0.551,5.208,0.674,0,0,4.167,1.532,0.061,0.061
125,20-62-S1,551,0,0,0,0,7.623,0.544,0,0.181,3.448,0.181,0.181,0.363
126,20-62-S1,2660,0,0,0,0.038,0.827,1.09,0,0,3.008,0.301,0.263,0
127,20-62-S1,957,0,10.449,0,0,0.94,0.418,0,0,0,0.731,0.104,0
128,20-62-S1,2140,0,0.14,0,0.327,0.794,1.636,0.093,0.14,0.561,0.093,0.28,0
129,20-62-S1,1132,0,0,0,0,7.332,0.265,0,0,0.795,0.883,0.088,0.088
130,20-62-S1,1926,0.104,40.654,0,0.052,0.467,0.831,0.052,0,0.519,0.415,0.156,0
131,20-62-S1,2495,0.08,1.563,0,0.04,1.162,2.445,0.361,0.08,7.936,0,0.561,0.04
132,20-62-S1,1102,0,0,0,0,1.089,1.18,0,0,0.091,0,0.272,0
133,20-62-S1,2556,0,0,0,0,5.321,1.526,0,0,9.077,0.078,0.078,0
134,20-62-S1,3449,0.145,0,0,0.029,5.48,0.986,0,0,3.508,0,0.029,0
135,20-62-S1,823,0,0,0,0.243,1.58,0.365,0,0,0.243,0,0.122,0
136,20-62-S1,2356,0,0,0,0.042,2.716,2.632,0,0,3.056,1.528,0.042,0
137,20-62-S1,1799,0,0,0,0,2.223,1.89,0,0.111,0.334,0.111,0.056,0
138,20-62-S1,583,0,0,0,0,0.172,0.172,0,0,0,0,0,0
139,20-62-S1,1848,0,0.108,0,0.216,1.677,0.541,0,0,8.117,0,0,0
140,20-62-S1,404,0,0,0,0.248,6.436,1.733,0,0,5.693,0,0,0
141,20-62-S1,1080,0,0.463,0,0.185,1.759,1.204,0,0,1.389,0,0,0
142,20-62-S1,1827,0.055,0,0,0.055,5.2,0.493,0,0,6.568,0.055,0.055,0
143,20-62-S1,1952,0,0.512,0,0,0.922,3.842,0.102,0,0.359,0.359,0.102,0
144,20-62-S1,1836,0,0,0,0.272,14.488,0.327,0,0,12.8,0.327,0.272,0
145,20-62-S1,1206,0,0.332,0,0.332,2.902,0.663,0.166,0.083,4.809,0.083,0.166,0
146,20-62-S1,2247,1.424,0,0,0.089,9.257,1.068,0,0.134,11.17,0.045,0.089,0
147,20-62-S1,68,0,0,0,0,0,0,0,0,0,13.235,1.471,0
148,20-62-S1,1117,0.09,0,0,0,0.895,0.179,0,0,1.97,0,0,0
149,20-62-S1,1944,0,0.103,0,0.309,15.535,1.337,0.103,0.051,22.737,0.617,0.309,0.051
150,20-62-S1,969,0.103,0,0,4.128,10.733,1.548,0,0.103,14.551,5.573,0.31,0
151,20-62-S1,2545,0.079,0.039,0,0.157,2.083,1.768,0.314,0,9.627,0.079,1.218,0.079
152,20-62-S1,1909,0,0.052,0,0.052,3.038,1.205,0,0,8.067,0.21,0,0.052
153,20-62-S1,3111,0.032,0,0,0,1.157,0.739,0,0.032,1.35,0.257,0.225,0.129
154,20-62-S1,3423,0.029,0.263,0,0.584,1.548,1.694,0.964,0.029,11.277,0.613,1.256,0.175
155,20-62-S1,1163,0.258,2.064,0,0.086,1.204,1.032,0.086,0,0.602,0.344,0.086,0.086
156,20-62-S1,2491,0,0.161,0,0,3.372,1.365,0.08,0,11,0.08,0.161,0
157,20-62-S1,1456,0,0.481,0,0.069,5.357,0.549,0.069,0,1.854,0,0.275,0
158,20-62-S1,514,0,0,0,0.195,0.389,2.918,0,0,0.973,0.195,0.389,0
159,20-62-S1,1857,0,0,0,0,4.146,0.108,0,0,13.355,0.7,0.108,0
160,20-62-S1,2476,0.081,0,0,0.081,5.25,1.05,0.04,0.04,4.766,0.04,0.202,0
161,20-62-S1,748,0,0,0,0,1.203,0.936,0,0,0,0,0,0
162,20-62-S1,1350,0,0,0,0,9.481,0.963,0,0.074,2.444,0,0,0
163,20-62-S1,121,0,2.479,0,0.826,4.132,4.132,1.653,1.653,9.091,0,1.653,0
164,20-62-S1,2303,0,0.087,0,0.217,3.17,0.738,0.087,0.043,14.199,0.217,0.261,0.087
165,20-62-S1,1406,0,0,0,0.142,17.283,0.356,0,0,1.209,0.427,0,0
166,20-62-S1,1187,0,2.612,0,0,0.758,0.758,1.264,0,0.337,0.168,0,0
167,20-62-S1,938,0.426,0,0,0,6.503,0.533,0,0,7.569,0,0.32,0
168,20-62-S1,197,0,0,0,0,10.152,0,0,0,2.538,0,0,0
169,20-62-S1,1774,0.225,0,0,0.169,12.345,2.198,0.056,0.056,12.683,2.931,0.056,0
170,20-62-S1,1949,0.103,0.051,0,0.103,0.975,1.642,0.359,0,7.799,0.051,0,0.103
171,20-62-S1,2049,0.049,0,0,0.098,2.196,1.855,0.049,0,10.639,0.049,0.098,0
172,20-62-S1,1874,0,0,0,0.107,6.19,0.427,0,0.053,8.378,0,0.48,0
173,20-62-S1,1985,0,0,0,0,0.705,0.655,0,0.05,7.657,0.151,0.353,0.05
174,20-62-S1,1870,0.267,0,0,0,1.176,0.856,0,0,0,0.107,0.053,0
175,20-62-S1,1037,0,0.675,0,0.675,0.193,1.35,0.096,0,3.761,0.193,0.868,0
176,20-62-S1,1316,0,0,0,0.228,0.912,0.076,0,0,4.255,0,0.076,0
177,20-62-S1,890,0,0,0,0,2.247,0,0,0,0,0,0,0
178,20-62-S1,1832,0,0.055,0,0.109,16.758,1.365,0.164,0,6.332,2.729,0.109,0
179,20-62-S1,2363,0.085,0.973,0,0.042,4.486,0.889,0.042,0.042,3.216,0,0.127,0.042
180,20-62-S1,1971,0.101,0,0,0.101,3.349,1.218,0,0.051,5.479,0.203,0.203,0
181,20-62-S1,301,0,0,0,0,0.664,0.332,1.329,0,0,0,0.332,0
182,20-62-S1,593,0,0,0,0,10.287,0,0.169,0,0.169,0,0,0
183,20-62-S1,159,0,0,0,0,4.403,0,0,0,2.516,0,0,0
184,20-62-S1,122,0,0,0,0,12.295,0,0,0,5.738,0,0,0
185,20-62-S1,3998,0.225,0.1,0,0.925,2.726,3.752,1.401,0.15,10.93,0.6,1.301,0.425
186,20-62-S1,2710,0.037,0.48,0,0.074,3.247,2.177,0.037,0,1.365,0.295,0.369,0
187,20-62-S1,1303,0,0.153,0,0,0.307,0.998,0,0.153,2.993,0,0.153,0
188,20-62-S1,687,0,0,0,0,13.974,0,0,0,1.31,0,0,0
189,20-62-S1,3083,0.032,0.032,0,0.097,4.119,0.649,0.097,0.065,6.844,0.13,0.162,0
190,20-62-S1,697,0,0.143,0,0.287,5.739,1.291,0.287,0,11.334,0.143,0.143,0
191,20-62-S1,766,0,0.261,0,0.653,0.783,1.697,0.261,0.261,13.316,0,0.914,0
192,20-62-S1,1430,0,0,0,0,1.888,0.909,0,0,2.727,0,0.14,0
193,20-62-S1,959,0,0,0,0,8.759,0.417,0,0,12.617,0.73,0.209,0.209
194,20-62-S1,1910,0,0,0,0,4.66,0.681,0,0,8.586,0.052,0.105,0.052
195,20-62-S1,2189,0.046,0.046,0,0,1.462,1.736,1.553,0.091,10.279,0.091,0.731,0
196,20-62-S1,2626,0.076,0.038,0,0.076,7.997,1.295,0.076,0,8.987,0,0.114,0.038
197,20-62-S1,2135,0,0.047,0,0.047,17.19,0.515,0.094,0.047,6.276,0,0.328,0
198,20-62-S1,1416,0,17.444,0,0.071,0.918,1.554,0,0,3.743,0.141,0,0
199,20-62-S1,834,0,0,0,0,1.918,1.319,0,0,9.832,1.199,0.24,0.12
200,20-62-S1,440,0,0,0,0.227,2.955,0,0,0,5.909,0,0,0
201,20-62-S1,2505,0.04,0,0,0,1.597,0.679,0.04,0,5.269,0.16,0.08,0
202,20-62-S1,2374,0,0,0,0.084,0.253,0.211,0,0,3.917,0,0.042,0
203,20-62-S1,339,0,0,0,0,0,0.295,0,0,0,1.77,0,0
204,20-62-S1,1572,0,0,0,0.064,7.443,0.573,0,0,2.099,0.891,0.191,0
205,20-62-S1,847,0.236,0,0,0.118,8.855,1.063,0,0,6.73,0,0.118,0
206,20-62-S1,2189,0.32,0.046,0,0.046,3.426,0.503,0,0.046,9.73,0.046,0.183,0.046
207,20-62-S1,851,0,0,0,0,2.35,0.118,0,0,6.11,2.585,0,0
208,20-62-S1,2009,0,0,0,0.1,0.299,0.249,0.05,0,3.783,0.1,0.1,0
209,20-62-S1,1923,0,0,0,0.052,5.46,1.768,0.104,0.052,2.652,1.196,0.416,0
210,20-62-S1,2013,0.149,0,0,0.099,0.596,1.639,0.099,0.05,0.944,9.985,0.05,0
211,20-62-S1,668,0.15,0.898,0,0.749,4.341,1.497,0,0.299,5.09,0.449,0.898,0
212,20-62-S1,131,0,0,0,0,0,0,0,0,0,0,0,0
213,20-62-S1,1487,2.354,0,0,0.067,3.699,1.009,0.134,0,5.178,0.672,0.134,0.202
214,20-62-S1,409,0.244,0,0,0,12.225,0,0,0,3.178,2.689,0.244,0
215,20-62-S1,2965,0.034,0,0,0.135,3.946,0.944,0.101,0,7.15,1.012,0.135,0.067
216,20-62-S1,1573,0.127,0.064,0,0.064,5.213,1.017,0,0,3.814,0,0.445,0.064
217,20-62-S1,96,0,0,0,0,1.042,0,0,0,0,0,0,0
218,20-62-S1,1742,0.115,0.115,0,0.057,1.607,1.435,0.057,0,3.387,0,0.115,0.057
219,20-62-S1,906,0.11,0,0,0,9.713,0.331,0,0,3.091,0,0,0
220,20-62-S1,1648,0,0,0,0.061,7.949,0.303,0.061,0.182,8.07,0,0.728,0
221,20-62-S1,3107,0.032,0,0,0,4.313,0.483,0.032,0,3.927,0.29,0.064,0
222,20-62-S1,1229,0.081,0.488,0,0.163,14.321,1.383,0.325,0.081,7.323,1.221,0.57,0
223,20-62-S1,1033,0.29,0.29,0,0,2.033,1.162,0,0.097,6.099,0,0,0
224,20-62-S1,918,0,0,0,0.109,2.07,0.871,0.109,0,7.625,0,0.109,0
225,20-62-S1,1704,2.465,0.059,0,0.059,0.587,1.408,0,0.059,7.512,0,0,0
226,20-62-S1,1832,0,0,0,0,2.347,0.873,0,0.055,5.731,0.218,0.164,0
227,20-62-S1,2192,0.274,0.228,0,0.046,0.821,0.411,0,0,1.141,0,0.137,0.137
228,20-62-S1,1794,0,0,0,0,6.689,0.279,0,0.111,2.453,0,0.334,0
229,20-62-S1,852,0,0,0,0.117,1.761,0,0,0,0.117,0,0,0
230,20-62-S1,1582,0,0.19,0,0.126,4.298,0.822,0.063,0,1.96,0,0.126,0
231,20-62-S1,1261,0,13.164,0.159,1.348,1.507,3.093,0.952,0.555,4.044,1.427,2.3,0.159
232,20-62-S1,1888,0.159,0.212,0,0,7.574,1.483,0,0.053,10.752,1.483,0.371,0.106
233,20-62-S1,2308,0.13,0.043,0,0.693,2.426,0.78,0.043,0,6.802,1.56,0.737,0.13
234,20-62-S1,919,0,0.218,0,0.109,6.42,1.197,0.109,0.109,6.855,0.326,0.653,0
235,20-62-S1,2054,0.049,0,0,0,3.554,0.779,0,0,1.753,0.146,0.243,0
236,20-62-S1,1077,0,0,0,0,0.743,1.393,0,0.093,0.186,0.279,0,0
237,20-62-S1,2019,0.297,0.099,0,0,0.545,0.842,0.149,0,3.715,0.05,0,0
238,20-62-S1,1725,0,0,0,0,0.754,2.087,0.058,0,4.696,0,0.116,0
239,20-62-S1,1333,0,0,0,0.075,15.454,0.3,0,0.075,3.826,0.9,0,0
240,20-62-S1,1583,0,0,0,0.126,5.243,0.758,0,0.063,7.075,1.137,0,0
241,20-62-S1,1696,0.118,0.059,0,0.118,9.611,0.59,0.118,0.118,11.851,0.354,0.531,0
242,20-62-S1,1207,0,0.083,0,0,3.065,0.829,0,0,5.468,0.911,0.083,0
243,20-62-S1,1218,0,0,0,0.164,1.806,0.821,0,0,5.665,0,0,0
244,20-62-S1,1067,0,0,0,0.094,12.652,0.937,0,0.094,4.217,0.375,0.469,0
245,20-62-S1,1693,0,0.532,0,0.65,11.577,1.595,0.236,0.295,4.194,1.949,1.24,0
246,20-62-S1,1780,20.955,0,0,0.056,2.64,0.337,0,0.449,3.876,1.742,0,0
247,20-62-S1,1853,0.054,0.054,0,0,5.99,0.756,0,0,13.276,0.108,0.216,0
248,20-62-S1,1105,0,0,0,0,1.81,0,0,0,4.434,0.452,0.362,0
249,20-62-S1,2070,17.005,0,0,0.048,0.242,0.918,0,0.097,1.401,0,0,0.048
250,20-62-S1,590,0.169,0,0,0.169,0.847,0.508,0,0,4.915,1.017,0.339,0
251,20-62-S1,1677,0,0,0,0.179,0.596,1.193,0.06,0.06,0.954,0,0.179,0
252,20-62-S1,2047,0.049,0.293,0,0.098,1.417,2.003,0.049,0,14.851,0.147,0.83,0
253,20-62-S1,3060,0.033,0,0,0,2.647,0.686,0,0,1.732,0,0,0
254,20-62-S1,2677,0.411,0.075,0,0,3.026,1.009,0,0.149,0.635,0.149,0,0
255,20-62-S1,666,0,0,0,0,3.303,0.601,0,0,8.258,0.15,0.15,0
256,20-62-S1,3198,0.031,0,0,0,4.659,1.657,0.031,0,2.47,0.594,0.094,0.031
257,20-62-S1,1801,0.167,0,0,0,0.5,0.333,0,0,4.609,0,0.111,0
258,20-62-S1,1057,0,0,0,0,0.568,0.378,0,0,10.501,0,0,0
259,20-62-S1,2338,0,0,0,0.043,2.609,0.428,0,0.385,6.416,0,0.043,0.086
260,20-62-S1,2200,0,0.045,0,0.045,1.364,1.727,0.182,0,2.545,0,0.045,0
261,20-62-S1,1579,0,4.623,0,0.633,2.217,1.393,0.443,0.127,6.27,0.887,0.823,0.127
262,20-62-S1,1363,0.147,0,0,4.842,6.823,0.66,0,0.293,6.603,0.66,0,0
263,20-62-S1,2008,0,0.05,0,0.05,1.444,2.341,0.1,0,13.197,0.05,0.249,0.299
264,20-62-S1,1718,0,0,0,0.058,0.99,0.582,0,0,7.509,0,0,0
265,20-62-S1,854,0,22.248,0,0,0,0.703,0.234,0,3.396,0.82,0.351,0
266,20-62-S1,1893,0,0.053,0,0,4.12,0.74,0,0,3.698,0.264,0.528,0
267,20-62-S1,72,0,0,0,1.389,0,4.167,0,0,0,0,0,0
268,20-62-S1,1327,0,0.377,0,0.377,11.68,1.281,0.452,0.226,13.414,0.452,1.13,0
269,20-62-S1,1205,0.332,0.581,0,0.083,5.726,0.913,0,0.249,14.606,0.498,0.332,0
270,20-62-S1,1727,3.474,1.216,0,0.058,1.332,1.1,0.232,0,11.465,0,0.695,0.058
271,20-62-S1,1382,0,0,0,0.072,6.006,0.941,0,0,2.822,1.085,0,0
272,20-62-S1,788,0,7.107,0,0,1.396,1.523,0,0,0,0.127,0.127,0
273,20-62-S1,896,0,0,0,0,0.893,0.558,0,0,12.612,0.223,0.223,0
274,20-62-S1,1779,0,0,0,0,2.136,0.506,0.056,0,10.287,0,0.393,0.056
275,20-62-S1,2009,0.05,0,0,0.1,0.448,0.398,0,0.05,11.498,0,0.05,0.05
276,20-62-S1,627,0.159,0,0,0,0.638,0.638,0.159,0,10.526,0,0,0
277,20-62-S1,497,0,0,0,0,0.201,0.201,0,0,0,0,0,0
278,20-62-S1,722,0,0,0,0.139,0,0.416,0,0,0.139,0,0,0
279,20-62-S1,3481,0,0,0,0.029,1.666,0.259,0.057,0,4.424,0.029,0.287,0.029
280,20-62-S1,2150,0.047,0,0,0,5.116,1.395,0,0,6.093,0.093,0.093,0
281,20-62-S1,1950,0,0,0,0,2.718,0.256,0,0,1.231,0.205,0.205,0
282,20-62-S1,1533,0,0.065,0,0,1.5,0.391,0,0,2.479,0.065,0,0
283,20-62-S1,1301,0.077,0,0,0,4.381,1.691,0,0,11.53,0.461,0.231,0
284,20-62-S1,2073,0,0.145,0,0.048,5.74,1.061,0,0.145,9.793,0.096,0.145,0
285,20-62-S1,2651,0.038,0,0,0.075,2.339,1.773,0,0,13.014,0.038,0.075,0
286,20-62-S1,2269,0.044,0,0,0.044,0.22,0.837,0,0,0.088,0.353,0,0
287,20-62-S1,940,0,0,0,0.213,0.532,0.319,0,0,1.489,5.213,0,0
288,20-62-S1,1366,0,0,0,0.073,3.294,0.439,0,0.073,1.464,0.146,0.073,0
289,20-62-S1,2176,0,0.046,0,0.046,2.619,1.654,0,0,4.044,1.379,0.046,0
290,20-62-S1,2405,0.166,0,0,0.083,2.37,1.123,0,0,6.279,0.416,0.291,0
